state_component, stat, schedule, label_scheme, N, result
goal.joint, roc.v1_ca10, 2, a, 3836, 0.0000000
goal.joint, roc.v1_ca20, 2, a, 3836, 0.2080292
goal.joint, roc.v2_ca05, 2, a, 3836, 0.0000000
goal.joint, roc.v2_ca10, 2, a, 3836, 0.0000000
goal.joint, roc.v2_ca20, 2, a, 3836, 0.0000000
goal.joint_independent, acc, 2, a, 3836, 0.5010428
goal.joint_independent, l2, 2, a, 3836, 0.8715323
goal.joint_independent, l2.binary, 2, a, 3836, 0.9670730
goal.joint_independent, avgp, 2, a, 3836, 0.4745623
goal.joint_independent, neglogp, 2, a, 3836, 4.0621277
goal.joint_independent, mrr, 2, a, 3836, 0.5496611
goal.joint_independent, update.acc, 2, a, 3836, 0.2827744
goal.joint_independent, update.prec, 2, a, 3836, 0.7231969
goal.joint_independent, roc.v1_eer, 2, a, 3836, 0.3983316
goal.joint_independent, roc.v1_ca05, 2, a, 3836, 0.0000000
goal.joint_independent, roc.v1_ca10, 2, a, 3836, 0.1874348
goal.joint_independent, roc.v1_ca20, 2, a, 3836, 0.3018770
goal.joint_independent, roc.v2_ca05, 2, a, 3836, 0.0000000
goal.joint_independent, roc.v2_ca10, 2, a, 3836, 0.0000000
goal.joint_independent, roc.v2_ca20, 2, a, 3836, 0.3740895
requested.addr, acc, 2, a, 941, 0.9256111
requested.addr, l2, 2, a, 941, 0.1381799
requested.addr, l2.binary, 2, a, 941, 0.1381799
requested.addr, avgp, 2, a, 941, 0.8876835
requested.addr, neglogp, 2, a, 941, 0.3444892
requested.addr, mrr, 2, a, 941, 0.9628055
requested.addr, update.acc, 2, a, 941, 0.8750000
requested.addr, update.prec, 2, a, 941, 0.9333333
requested.addr, roc.v1_eer, 2, a, 941, 0.1158342
requested.addr, roc.v1_ca05, 2, a, 941, 0.8097768
requested.addr, roc.v1_ca10, 2, a, 941, 0.9256111
requested.addr, roc.v1_ca20, 2, a, 941, 0.9256111
requested.addr, roc.v2_ca05, 2, a, 941, 0.0011481
requested.addr, roc.v2_ca10, 2, a, 941, 0.0011481
requested.addr, roc.v2_ca20, 2, a, 941, 0.0011481
requested.area, acc, 2, a, 206, 0.9271845
requested.area, l2, 2, a, 206, 0.1062005
requested.area, l2.binary, 2, a, 206, 0.1062005
requested.area, avgp, 2, a, 206, 0.8935738
requested.area, neglogp, 2, a, 206, 0.1953815
requested.area, mrr, 2, a, 206, 0.9635922
requested.area, update.acc, 2, a, 206, 0.8000000
requested.area, update.prec, 2, a, 206, 0.8484848
requested.area, roc.v1_eer, 2, a, 206, 0.0679612
requested.area, roc.v1_ca05, 2, a, 206, 0.9029126
requested.area, roc.v1_ca10, 2, a, 206, 0.9271845
requested.area, roc.v1_ca20, 2, a, 206, 0.9271845
requested.area, roc.v2_ca05, 2, a, 206, 0.2984293
requested.area, roc.v2_ca10, 2, a, 206, 0.3036649
requested.area, roc.v2_ca20, 2, a, 206, 0.7277487
requested.food, acc, 2, a, 130, 0.8153846
requested.food, l2, 2, a, 130, 0.2693052
requested.food, l2.binary, 2, a, 130, 0.2693052
requested.food, avgp, 2, a, 130, 0.8143961
requested.food, neglogp, 2, a, 130, 0.4420479
requested.food, mrr, 2, a, 130, 0.9076923
requested.food, update.acc, 2, a, 130, 0.7325581
requested.food, update.prec, 2, a, 130, 0.7777778
requested.food, roc.v1_eer, 2, a, 130, 0.2000000
requested.food, roc.v1_ca05, 2, a, 130, 0.5769231
requested.food, roc.v1_ca10, 2, a, 130, 0.7692308
requested.food, roc.v1_ca20, 2, a, 130, 0.8153846
requested.food, roc.v2_ca05, 2, a, 130, 0.4622642
requested.food, roc.v2_ca10, 2, a, 130, 0.5094340
requested.food, roc.v2_ca20, 2, a, 130, 0.5849057
requested.phone, acc, 2, a, 582, 0.8951890
requested.phone, l2, 2, a, 582, 0.1659090
requested.phone, l2.binary, 2, a, 582, 0.1659090
requested.phone, avgp, 2, a, 582, 0.8312262
requested.phone, neglogp, 2, a, 582, 0.2863287
requested.phone, mrr, 2, a, 582, 0.9475945
requested.phone, update.acc, 2, a, 582, 0.8709677
requested.phone, update.prec, 2, a, 582, 0.8957346
requested.phone, roc.v1_eer, 2, a, 582, 0.1271478
requested.phone, roc.v1_ca05, 2, a, 582, 0.7783505
requested.phone, roc.v1_ca10, 2, a, 582, 0.8934708
requested.phone, roc.v1_ca20, 2, a, 582, 0.8951890
requested.phone, roc.v2_ca05, 2, a, 582, 0.5067179
requested.phone, roc.v2_ca10, 2, a, 582, 0.5335893
requested.phone, roc.v2_ca20, 2, a, 582, 0.6103647
requested.pricerange, acc, 2, a, 171, 0.7485380
requested.pricerange, l2, 2, a, 171, 0.3551980
requested.pricerange, l2.binary, 2, a, 171, 0.3551980
requested.pricerange, avgp, 2, a, 171, 0.7035176
requested.pricerange, neglogp, 2, a, 171, 0.7651313
requested.pricerange, mrr, 2, a, 171, 0.8742690
requested.pricerange, update.acc, 2, a, 171, 0.6495726
requested.pricerange, update.prec, 2, a, 171, 0.7676768
requested.pricerange, roc.v1_eer, 2, a, 171, 0.3274854
requested.pricerange, roc.v1_ca05, 2, a, 171, 0.3157895
requested.pricerange, roc.v1_ca10, 2, a, 171, 0.4502924
requested.pricerange, roc.v1_ca20, 2, a, 171, 0.7134503
requested.pricerange, roc.v2_ca05, 2, a, 171, 0.0078125
requested.pricerange, roc.v2_ca10, 2, a, 171, 0.0078125
requested.pricerange, roc.v2_ca20, 2, a, 171, 0.4218750
requested.postcode, acc, 2, a, 601, 0.9084859
requested.postcode, l2, 2, a, 601, 0.1380852
requested.postcode, l2.binary, 2, a, 601, 0.1380852
requested.postcode, avgp, 2, a, 601, 0.8691955
requested.postcode, neglogp, 2, a, 601, 0.3902756
requested.postcode, mrr, 2, a, 601, 0.9542429
requested.postcode, update.acc, 2, a, 601, 0.7833333
requested.postcode, update.prec, 2, a, 601, 0.8909953
requested.postcode, roc.v1_eer, 2, a, 601, 0.0848586
requested.postcode, roc.v1_ca05, 2, a, 601, 0.8785358
requested.postcode, roc.v1_ca10, 2, a, 601, 0.9084859
requested.postcode, roc.v1_ca20, 2, a, 601, 0.9084859
requested.postcode, roc.v2_ca05, 2, a, 601, 0.0018315
requested.postcode, roc.v2_ca10, 2, a, 601, 0.0018315
requested.postcode, roc.v2_ca20, 2, a, 601, 0.0018315
requested.signature, acc, 2, a, 142, 0.9929577
requested.signature, l2, 2, a, 142, 0.0111544
requested.signature, l2.binary, 2, a, 142, 0.0111544
requested.signature, avgp, 2, a, 142, 0.9747556
requested.signature, neglogp, 2, a, 142, 0.0322703
requested.signature, mrr, 2, a, 142, 0.9964789
requested.signature, update.acc, 2, a, 142, 0.9772727
requested.signature, update.prec, 2, a, 142, 0.9772727
requested.signature, roc.v1_eer, 2, a, 142, 0.0140845
requested.signature, roc.v1_ca05, 2, a, 142, 0.9929577
requested.signature, roc.v1_ca10, 2, a, 142, 0.9929577
requested.signature, roc.v1_ca20, 2, a, 142, 0.9929577
requested.signature, roc.v2_ca05, 2, a, 142, 0.9929078
requested.signature, roc.v2_ca10, 2, a, 142, 0.9929078
requested.signature, roc.v2_ca20, 2, a, 142, 0.9929078
requested.name, acc, 2, a, 0, -
requested.name, l2, 2, a, 0, -
requested.name, l2.binary, 2, a, 0, -
requested.name, avgp, 2, a, 0, -
requested.name, neglogp, 2, a, 0, -
requested.name, mrr, 2, a, 0, -
requested.name, update.acc, 2, a, 0, -
requested.name, update.prec, 2, a, 0, -
requested.name, roc.v1_eer, 2, a, 0, -
requested.name, roc.v1_ca05, 2, a, 0, -
requested.name, roc.v1_ca10, 2, a, 0, -
requested.name, roc.v1_ca20, 2, a, 0, -
requested.name, roc.v2_ca05, 2, a, 0, -
requested.name, roc.v2_ca10, 2, a, 0, -
requested.name, roc.v2_ca20, 2, a, 0, -
requested.all, acc, 2, a, 2773, 0.9029931
requested.all, l2, 2, a, 2773, 0.1546287
requested.all, l2.binary, 2, a, 2773, 0.1546287
requested.all, avgp, 2, a, 2773, 0.8619311
requested.all, neglogp, 2, a, 2773, 0.3456538
requested.all, mrr, 2, a, 2773, 0.9514966
requested.all, update.acc, 2, a, 2773, 0.8565861
requested.all, update.prec, 2, a, 2773, 0.8870056
requested.all, roc.v1_eer, 2, a, 2773, 0.1190047
requested.all, roc.v1_ca05, 2, a, 2773, 0.8113956
requested.all, roc.v1_ca10, 2, a, 2773, 0.9029931
requested.all, roc.v1_ca20, 2, a, 2773, 0.9029931
requested.all, roc.v2_ca05, 2, a, 2773, 0.0003994
requested.all, roc.v2_ca10, 2, a, 2773, 0.0003994
requested.all, roc.v2_ca20, 2, a, 2773, 0.4960064
method, acc, 2, a, 3866, 0.7542680
method, l2, 2, a, 3866, 0.4361666
method, l2.binary, 2, a, 3866, 0.4448843
method, avgp, 2, a, 3866, 0.7443170
method, neglogp, 2, a, 3866, 1.5124608
method, mrr, 2, a, 3866, 0.8106139
method, update.acc, 2, a, 3866, 0.6257012
method, update.prec, 2, a, 3866, 0.7905928
method, roc.v1_eer, 2, a, 3866, 0.2866011
method, roc.v1_ca05, 2, a, 3866, 0.0002587
method, roc.v1_ca10, 2, a, 3866, 0.4935334
method, roc.v1_ca20, 2, a, 3866, 0.7144335
method, roc.v2_ca05, 2, a, 3866, 0.0003429
method, roc.v2_ca10, 2, a, 3866, 0.0003429
method, roc.v2_ca20, 2, a, 3866, 0.0003429
all, acc, 2, a, 15703, 0.7981914
all, l2, 2, a, 15703, 0.3584565
all, l2.binary, 2, a, 15703, 0.3700199
all, avgp, 2, a, 15703, 0.7774959
all, neglogp, 2, a, 15703, 1.3566549
all, mrr, 2, a, 15703, 0.8397652
all, update.acc, 2, a, 15703, 0.7924400
all, update.prec, 2, a, 15703, 0.7946009
all, roc.v1_eer, 2, a, 15703, 0.2486149
all, roc.v1_ca05, 2, a, 15703, 0.0000637
all, roc.v1_ca10, 2, a, 15703, 0.5933898
all, roc.v1_ca20, 2, a, 15703, 0.7972362
all, roc.v2_ca05, 2, a, 15703, 0.0000798
all, roc.v2_ca10, 2, a, 15703, 0.0000798
all, roc.v2_ca20, 2, a, 15703, 0.0000798
goal.food, acc, 2, b, 3004, 0.5296272
goal.food, l2, 2, b, 3004, 0.8848641
goal.food, l2.binary, 2, b, 3004, 0.9126654
goal.food, avgp, 2, b, 3004, 0.5179304
goal.food, neglogp, 2, b, 3004, 3.8384265
goal.food, mrr, 2, b, 3004, 0.5897137
goal.food, update.acc, 2, b, 3004, 0.2266961
goal.food, update.prec, 2, b, 3004, 0.8763326
goal.food, roc.v1_eer, 2, b, 3004, 0.4793609
goal.food, roc.v1_ca05, 2, b, 3004, 0.0003329
goal.food, roc.v1_ca10, 2, b, 3004, 0.0003329
goal.food, roc.v1_ca20, 2, b, 3004, 0.2376831
goal.food, roc.v2_ca05, 2, b, 3004, 0.0006285
goal.food, roc.v2_ca10, 2, b, 3004, 0.0006285
goal.food, roc.v2_ca20, 2, b, 3004, 0.0006285
goal.pricerange, acc, 2, b, 2507, 0.8041484
goal.pricerange, l2, 2, b, 2507, 0.3471915
goal.pricerange, l2.binary, 2, b, 2507, 0.3525230
goal.pricerange, avgp, 2, b, 2507, 0.7951728
goal.pricerange, neglogp, 2, b, 2507, 1.1995548
goal.pricerange, mrr, 2, b, 2507, 0.8793379
goal.pricerange, update.acc, 2, b, 2507, 0.4000000
goal.pricerange, update.prec, 2, b, 2507, 0.9669670
goal.pricerange, roc.v1_eer, 2, b, 2507, 0.2445154
goal.pricerange, roc.v1_ca05, 2, b, 2507, 0.0003989
goal.pricerange, roc.v1_ca10, 2, b, 2507, 0.6410052
goal.pricerange, roc.v1_ca20, 2, b, 2507, 0.8041484
goal.pricerange, roc.v2_ca05, 2, b, 2507, 0.0004960
goal.pricerange, roc.v2_ca10, 2, b, 2507, 0.0004960
goal.pricerange, roc.v2_ca20, 2, b, 2507, 0.0004960
goal.name, acc, 2, b, 214, 0.8224299
goal.name, l2, 2, b, 214, 0.3442013
goal.name, l2.binary, 2, b, 214, 0.3456591
goal.name, avgp, 2, b, 214, 0.8035750
goal.name, neglogp, 2, b, 214, 1.1817500
goal.name, mrr, 2, b, 214, 0.8901869
goal.name, update.acc, 2, b, 214, 0.0000000
goal.name, update.prec, 2, b, 214, 0.0000000
goal.name, roc.v1_eer, 2, b, 214, 0.3037383
goal.name, roc.v1_ca05, 2, b, 214, 0.0000000
goal.name, roc.v1_ca10, 2, b, 214, 0.6121495
goal.name, roc.v1_ca20, 2, b, 214, 0.8224299
goal.name, roc.v2_ca05, 2, b, 214, 0.0000000
goal.name, roc.v2_ca10, 2, b, 214, 0.0000000
goal.name, roc.v2_ca20, 2, b, 214, 0.0000000
goal.area, acc, 2, b, 3339, 0.7726864
goal.area, l2, 2, b, 3339, 0.4004228
goal.area, l2.binary, 2, b, 3339, 0.4233994
goal.area, avgp, 2, b, 3339, 0.7509258
goal.area, neglogp, 2, b, 3339, 1.5665274
goal.area, mrr, 2, b, 3339, 0.8348308
goal.area, update.acc, 2, b, 3339, 0.3267327
goal.area, update.prec, 2, b, 3339, 0.9355670
goal.area, roc.v1_eer, 2, b, 3339, 0.2321054
goal.area, roc.v1_ca05, 2, b, 3339, 0.3204552
goal.area, roc.v1_ca10, 2, b, 3339, 0.6247379
goal.area, roc.v1_ca20, 2, b, 3339, 0.7580114
goal.area, roc.v2_ca05, 2, b, 3339, 0.0000000
goal.area, roc.v2_ca10, 2, b, 3339, 0.0000000
goal.area, roc.v2_ca20, 2, b, 3339, 0.0000000
goal.all, acc, 2, b, 9064, 0.7020079
goal.all, l2, 2, b, 9064, 0.5449263
goal.all, l2.binary, 2, b, 9064, 0.5641134
goal.all, avgp, 2, b, 9064, 0.6871875
goal.all, neglogp, 2, b, 9064, 2.2088975
goal.all, mrr, 2, b, 9064, 0.7672109
goal.all, update.acc, 2, b, 9064, 0.6970236
goal.all, update.prec, 2, b, 9064, 0.7159562
goal.all, roc.v1_eer, 2, b, 9064, 0.3307590
goal.all, roc.v1_ca05, 2, b, 9064, 0.0001103
goal.all, roc.v1_ca10, 2, b, 9064, 0.3154237
goal.all, roc.v1_ca20, 2, b, 9064, 0.5928950
goal.all, roc.v2_ca05, 2, b, 9064, 0.0001572
goal.all, roc.v2_ca10, 2, b, 9064, 0.0001572
goal.all, roc.v2_ca20, 2, b, 9064, 0.0001572
goal.joint, acc, 2, b, 3836, 0.3412409
goal.joint, l2, 2, b, 3836, 1.2703985
goal.joint, l2.binary, 2, b, 3836, 1.3187352
goal.joint, avgp, 2, b, 3836, 0.3297688
goal.joint, neglogp, 2, b, 3836, 6.0211780
goal.joint, mrr, 2, b, 3836, 0.3476277
goal.joint, update.acc, 2, b, 3836, 0.1309893
goal.joint, update.prec, 2, b, 3836, 0.3703704
goal.joint, roc.v1_eer, 2, b, 3836, 0.4796663
goal.joint, roc.v1_ca05, 2, b, 3836, 0.0000000
goal.joint, roc.v1_ca10, 2, b, 3836, 0.0000000
goal.joint, roc.v1_ca20, 2, b, 3836, 0.0000000
goal.joint, roc.v2_ca05, 2, b, 3836, 0.0000000
goal.joint, roc.v2_ca10, 2, b, 3836, 0.0000000
goal.joint, roc.v2_ca20, 2, b, 3836, 0.0000000
goal.joint_independent, acc, 2, b, 3836, 0.3412409
goal.joint_independent, l2, 2, b, 3836, 1.1723352
goal.joint_independent, l2.binary, 2, b, 3836, 1.2916092
goal.joint_independent, avgp, 2, b, 3836, 0.3241609
goal.joint_independent, neglogp, 2, b, 3836, 5.5719250
goal.joint_independent, mrr, 2, b, 3836, 0.3925150
goal.joint_independent, update.acc, 2, b, 3836, 0.1309893
goal.joint_independent, update.prec, 2, b, 3836, 0.3703704
goal.joint_independent, roc.v1_eer, 2, b, 3836, 0.3894682
goal.joint_independent, roc.v1_ca05, 2, b, 3836, 0.0000000
goal.joint_independent, roc.v1_ca10, 2, b, 3836, 0.0711679
goal.joint_independent, roc.v1_ca20, 2, b, 3836, 0.1491137
goal.joint_independent, roc.v2_ca05, 2, b, 3836, 0.0000000
goal.joint_independent, roc.v2_ca10, 2, b, 3836, 0.0000000
goal.joint_independent, roc.v2_ca20, 2, b, 3836, 0.3109244
method, acc, 2, b, 3866, 0.5778583
method, l2, 2, b, 3866, 0.7872481
method, l2.binary, 2, b, 3866, 0.8073843
method, avgp, 2, b, 3866, 0.5687762
method, neglogp, 2, b, 3866, 3.3775734
method, mrr, 2, b, 3866, 0.6148043
method, update.acc, 2, b, 3866, 0.4527051
method, update.prec, 2, b, 3866, 0.8356959
method, roc.v1_eer, 2, b, 3866, 0.4148991
method, roc.v1_ca05, 2, b, 3866, 0.0002587
method, roc.v1_ca10, 2, b, 3866, 0.0002587
method, roc.v1_ca20, 2, b, 3866, 0.3585101
method, roc.v2_ca05, 2, b, 3866, 0.0004476
method, roc.v2_ca10, 2, b, 3866, 0.0004476
method, roc.v2_ca20, 2, b, 3866, 0.0004476
all, acc, 2, b, 15703, 0.7069350
all, l2, 2, b, 15703, 0.5356619
all, l2.binary, 2, b, 15703, 0.5516944
all, avgp, 2, b, 15703, 0.6888933
all, neglogp, 2, b, 15703, 2.1675886
all, mrr, 2, b, 15703, 0.7622323
all, update.acc, 2, b, 15703, 0.6986339
all, update.prec, 2, b, 15703, 0.7007294
all, roc.v1_eer, 2, b, 15703, 0.3498695
all, roc.v1_ca05, 2, b, 15703, 0.0000637
all, roc.v1_ca10, 2, b, 15703, 0.0000637
all, roc.v1_ca20, 2, b, 15703, 0.5810992
all, roc.v2_ca05, 2, b, 15703, 0.0000901
all, roc.v2_ca10, 2, b, 15703, 0.0000901
all, roc.v2_ca20, 2, b, 15703, 0.0000901
basic,total_wall_time,,,,1.89875292778
basic,sessions,,,,506
basic,turns,,,,3934
basic,wall_time_per_turn,,,,0.000482651989776
basic,dataset,,,,dstc2_dev
